cancer_name,OS,time,average A_Auc,G,G_tilda0,G_tilda1,G_tilda2,G_ind,G_mix,G_NT_ind,G_Sup_ind,G_Unsup_ind,G_NT_mix,G_Sup_mix,G_Unsup_mix,Pattern
KIPAN,PFI,1,0.719157648435215,0.17891127142828922,0.05467484608892259,0.1519033528762529,0.25914317188077785,0.25646493565514883,0.1013576072014295,-0.20197963800904983,-0.10475113122171953,0.002488687782805421,-0.046493212669683315,0.05073529411764699,0.15797511312217194,111
KIPAN,PFI,2,0.7309088380502051,0.2430466876314148,0.15572943616942636,0.21091949464895876,0.2704955180407715,0.2926042860178889,0.19348908924494057,-0.13552631578947383,-0.08033625730994143,-0.0207602339181287,-0.039108187134503036,0.016081871345029364,0.07565789473684209,111
KIPAN,PFI,3,0.7402647506814175,0.19577209920478,0.13867333377268143,0.1956692185463439,0.29978444488379247,0.26356834790504213,0.12797585050451799,-0.12541152263374467,-0.0684156378600822,0.03569958847736637,0.011213991769547405,0.06820987654320987,0.17232510288065844,110
KIPAN,PFI,4,0.7433607350096711,0.33148768628834735,0.26369356864128857,0.334575921582465,0.3517818039354062,0.3621428867948027,0.30083248578189203,-0.09867647058823531,-0.027794117647058858,-0.010588235294117676,-0.03691176470588231,0.03397058823529414,0.05117647058823532,111
KIPAN,PFI,5,0.7552702702702703,0.3523819875326331,0.2596330697837155,0.3102824204330661,0.3633127234633691,0.4338222095933717,0.2709417654718944,-0.17294372294372284,-0.12229437229437223,-0.0692640692640692,-0.012554112554112429,0.03809523809523818,0.09112554112554122,110
KIRC,DSS,5,0.735999289078468,0.3244051689460982,0.2450301689460982,0.36628016894609816,0.35378016894609815,0.3632542236524537,0.28555611423974275,-0.1175,0.0037499999999999756,-0.008750000000000036,-0.041250000000000064,0.0799999999999999,0.0674999999999999,111
KIRC,OS,3,0.6822320203801685,0.2669994043873056,0.25717797581587704,0.33798154724444845,0.21342797581587702,0.2687325811381823,0.26526622763642893,-0.010267857142857217,0.0705357142857142,-0.05401785714285723,-0.009374999999999967,0.07142857142857145,-0.05312499999999998,110
KIRC,OS,4,0.661801942421089,0.23171380806347586,0.23400972643082285,0.29676482847163915,0.17992809377776153,0.20833333333333337,0.2550942827936184,0.027551020408163263,0.09030612244897956,-0.026530612244898055,-0.02295918367346933,0.03979591836734697,-0.07704081632653065,110
KIRC,OS,5,0.6836551567469333,0.16899262016718897,0.16555512016718898,0.24243012016718912,0.22930512016718912,0.15991444618599793,0.17807079414838023,0.0068749999999999645,0.0837500000000001,0.0706250000000001,-0.01375000000000004,0.0631250000000001,0.0500000000000001,110
KIRC,PFI,2,0.7219094740700018,0.30165099719638083,0.32552317764750877,0.27026001975277175,0.19958332802344858,0.25933847330189885,0.3439635210908628,0.06879699248120313,0.01353383458646612,-0.05714285714285705,-0.021052631578947267,-0.07631578947368428,-0.14699248120300745,111
KIRC,PFI,3,0.7181934683753617,0.24475423040307104,0.27511137326021395,0.25878484264796897,0.21082565897449945,0.2090508822745173,0.2804575785316249,0.07040816326530619,0.05408163265306121,0.006122448979591688,-0.009693877551020358,-0.02602040816326534,-0.07397959183673486,110
KIRC,PFI,4,0.719003036437247,0.30503640761003115,0.36864751872114226,0.37253640761003115,0.24475862983225338,0.23547381626767028,0.37459899895239196,0.1355555555555556,0.13944444444444448,0.011666666666666714,-0.008333333333333304,-0.0044444444444444176,-0.13222222222222219,110
KIRC,PFI,5,0.7188426518172925,0.3826616740842176,0.34166167408421766,0.44066167408421764,0.44066167408421764,0.37612461485792525,0.38919873331050997,-0.03499999999999992,0.06400000000000006,0.06400000000000006,-0.046999999999999986,0.05199999999999999,0.05199999999999999,111
KIRP,DSS,2,0.7932075471698113,0.06636994949494945,-0.001963383838383792,0.0019255050505051496,0.21136994949494947,0.06957702020202028,0.06316287878787874,-0.12222222222222223,-0.11833333333333329,0.09111111111111103,-0.014444444444444371,-0.01055555555555543,0.1988888888888889,110
KIRP,DSS,4,0.6690058479532164,0.08921507064364209,-0.04078492935635769,-0.0257849293563579,0.3042150706436422,0.1942111459968604,-0.01578100470957622,-0.25249999999999995,-0.23750000000000016,0.09249999999999997,-0.007499999999999729,0.007500000000000062,0.3375000000000002,010
KIRP,DSS,5,0.7126829268292683,0.035357142857142865,0.06678571428571445,-0.03892857142857131,0.25535714285714295,0.07239495798319323,-0.001680672268907557,-0.08428571428571413,-0.1899999999999999,0.10428571428571437,0.14714285714285724,0.04142857142857148,0.33571428571428574,000
KIRP,PFI,1,0.7009088366890379,0.055770900106837606,0.02471621260683765,0.014364650106837629,0.1915130876068376,0.07026575854700845,0.041276041666666874,-0.05898437499999998,-0.0693359375,0.10781249999999998,-0.0031250000000000444,-0.013476562500000067,0.1636718749999999,110
LGG,PFI,2,0.6804225352112676,0.14207571179428946,0.03856008679428946,0.10184133679428942,0.32215383679428944,0.25828348069435436,0.02586794289422456,-0.21875,-0.15546875000000004,0.06484374999999998,0.01171875,0.07499999999999996,0.2953125,010
